Ngày,Mã hóa đơn,Mã khách hàng,Mã cửa hàng,Mã sản phẩm,Danh mục,Số lượng,Đơn giá,Giá vốn,Doanh thu,Tồn kho,Mã khuyến mãi,Loại khuyến mãi,Giảm giá,Ngày bắt đầu khuyến mãi,Ngày kết thúc khuyến mãi
2025-09-07 17:03:00,HD0013173,KH01209,CH01,SP011,Bánh kẹo,5,36000,23575,266549,449,,,,,
2025-09-07 17:03:00,HD0013173,KH01209,CH01,SP015,Bánh kẹo,1,34500,25984,51089,411,,,,,
2025-09-07 12:04:00,HD0013174,KH00684,CH02,SP012,Bánh kẹo,1,22500,16415,33631,394,,,,,
2025-09-07 13:25:00,HD0013175,KH01833,CH01,SP007,Đồ uống,1,30000,23037,37749,299,,,,,
2025-09-07 12:13:00,HD0013176,KH02346,CH01,SP062,Chăm sóc cá nhân,4,67000,37895,273678,130,,,,,
2025-09-07 13:53:00,HD0013177,KH00506,CH02,SP069,Chăm sóc cá nhân,5,17000,11459,95217,316,,,,,
2025-09-07 13:53:00,HD0013177,KH00506,CH02,SP065,Chăm sóc cá nhân,1,35000,19382,39207,304,,,,,
2025-09-07 20:49:00,HD0013178,KH01354,CH01,SP031,Hóa mỹ phẩm,1,44000,26872,37433,219,,,,,
2025-09-07 20:49:00,HD0013178,KH01354,CH01,SP018,Bánh kẹo,1,10000,6820,8507,295,,,,,
2025-09-07 08:56:00,HD0013179,KH00702,CH02,SP022,Thực phẩm khô,1,72000,53556,79289,236,,,,,
2025-09-07 12:47:00,HD0013180,KH01939,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,64145,129,,,,,
2025-09-07 20:45:00,HD0013181,KH01081,CH01,SP060,Mẹ & bé,1,218000,139411,167192,371,,,,,
2025-09-07 12:40:00,HD0013182,KH01830,CH02,SP048,Văn phòng phẩm,1,31500,19194,29478,230,,,,,
2025-09-07 12:40:00,HD0013182,KH01830,CH02,SP040,Đồ gia dụng,3,188000,134153,527788,138,,,,,
2025-09-07 10:04:00,HD0013183,KH02343,CH01,SP068,Chăm sóc cá nhân,1,175000,108474,180757,340,,,,,
2025-09-07 11:59:00,HD0013184,KH01449,CH01,SP018,Bánh kẹo,1,10000,6820,9518,294,,,,,
2025-09-07 11:59:00,HD0013184,KH01449,CH01,SP029,Hóa mỹ phẩm,3,27500,20130,78525,349,,,,,
2025-09-07 11:59:00,HD0013184,KH01449,CH01,SP015,Bánh kẹo,1,34500,25984,32838,410,,,,,
2025-09-07 11:59:00,HD0013184,KH01449,CH01,SP032,Hóa mỹ phẩm,2,72500,50003,138013,439,,,,,
2025-09-07 08:29:00,HD0013185,KH00424,CH01,SP019,Bánh kẹo,1,34500,23560,38980,436,,,,,
2025-09-07 08:29:00,HD0013185,KH00424,CH01,SP001,Đồ uống,1,28500,22599,32201,114,,,,,
2025-09-07 13:45:00,HD0013186,KH01841,CH01,SP021,Thực phẩm khô,2,65000,49625,192846,365,,,,,
2025-09-07 15:38:00,HD0013187,KH00848,CH01,SP005,Đồ uống,1,25000,18576,24993,265,,,,,
2025-09-07 15:38:00,HD0013187,KH00848,CH01,SP063,Chăm sóc cá nhân,2,76500,53635,152959,324,,,,,
2025-09-07 19:03:00,HD0013188,KH00442,CH01,SP055,Mẹ & bé,1,66000,52356,63803,479,,,,,
2025-09-07 19:03:00,HD0013188,KH00442,CH01,SP062,Chăm sóc cá nhân,5,67000,37895,323849,124,,,,,
2025-09-07 19:03:00,HD0013188,KH00442,CH01,SP041,Đồ gia dụng,2,158500,106200,306449,164,,,,,
2025-09-07 19:03:00,HD0013188,KH00442,CH01,SP040,Đồ gia dụng,1,188000,134153,181742,137,,,,,
2025-09-07 19:03:00,HD0013189,KH00103,CH02,SP013,Bánh kẹo,1,14500,10565,13177,530,,,,,
2025-09-07 09:02:00,HD0013190,KH00749,CH02,SP023,Thực phẩm khô,3,56500,44269,198509,334,,,,,
2025-09-07 09:02:00,HD0013190,KH00749,CH02,SP001,Đồ uống,2,28500,22599,66755,112,,,,,
2025-09-07 09:02:00,HD0013190,KH00749,CH02,SP053,Văn phòng phẩm,1,20000,13022,23423,274,,,,,
2025-09-07 10:46:00,HD0013191,KH00035,CH02,SP020,Thực phẩm khô,1,57500,46185,70412,230,,,,,
2025-09-07 12:56:00,HD0013192,KH01119,CH01,SP043,Đồ gia dụng,1,102500,79037,106024,422,,,,,
2025-09-07 12:56:00,HD0013192,KH01119,CH01,SP020,Thực phẩm khô,1,57500,46185,59477,229,,,,,
2025-09-07 19:26:00,HD0013193,KH02491,CH01,SP034,Hóa mỹ phẩm,2,145000,82401,270276,63,,,,,
2025-09-07 19:26:00,HD0013193,KH02491,CH01,SP039,Đồ gia dụng,1,68500,43064,63841,219,,,,,
2025-09-07 14:17:00,HD0013194,KH01264,CH02,SP001,Đồ uống,3,28500,22599,73127,109,,,,,
2025-09-07 14:17:00,HD0013194,KH01264,CH02,SP066,Chăm sóc cá nhân,3,44500,26705,114181,416,,,,,
2025-09-07 14:17:00,HD0013194,KH01264,CH02,SP004,Đồ uống,1,20000,16036,17106,468,,,,,
2025-09-07 13:00:00,HD0013195,KH01827,CH01,SP001,Đồ uống,1,28500,22599,36106,108,,,,,
2025-09-07 13:00:00,HD0013195,KH01827,CH01,SP024,Thực phẩm khô,1,47500,37727,60177,406,,,,,
2025-09-07 13:00:00,HD0013195,KH01827,CH01,SP060,Mẹ & bé,1,218000,139411,276178,370,,,,,
2025-09-07 18:13:00,HD0013196,KH00525,CH02,SP020,Thực phẩm khô,1,57500,46185,75168,228,,,,,
2025-09-07 18:13:00,HD0013196,KH00525,CH02,SP003,Đồ uống,2,28500,21313,74514,291,,,,,
2025-09-07 18:13:00,HD0013196,KH00525,CH02,SP053,Văn phòng phẩm,1,20000,13022,26145,273,,,,,
2025-09-07 18:20:00,HD0013197,KH01536,CH01,SP021,Thực phẩm khô,1,65000,49625,63338,364,,,,,
2025-09-07 18:20:00,HD0013197,KH01536,CH01,SP010,Đồ uống,4,9000,7469,35079,410,,,,,
2025-09-07 18:20:00,HD0013197,KH01536,CH01,SP062,Chăm sóc cá nhân,2,67000,37895,130573,122,,,,,
2025-09-07 20:58:00,HD0013198,KH02341,CH02,SP005,Đồ uống,2,25000,18576,72418,263,,,,,
2025-09-07 19:45:00,HD0013199,KH02197,CH01,SP004,Đồ uống,1,20000,16036,23033,467,,,,,
2025-09-07 15:56:00,HD0013200,KH01245,CH01,SP054,Mẹ & bé,1,173500,135435,143772,361,,,,,
2025-09-07 15:56:00,HD0013200,KH01245,CH01,SP030,Hóa mỹ phẩm,4,82500,59214,273457,433,,,,,
2025-09-07 15:56:00,HD0013200,KH01245,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,48062,451,,,,,
2025-09-07 14:30:00,HD0013201,KHACH_LE,CH01,SP012,Bánh kẹo,1,22500,16415,22500,393,,,,,
2025-09-07 14:30:00,HD0013201,KHACH_LE,CH01,SP061,Mẹ & bé,1,198000,126558,198000,436,,,,,
2025-09-07 14:30:00,HD0013201,KHACH_LE,CH01,SP031,Hóa mỹ phẩm,1,44000,26872,44000,218,,,,,
2025-09-07 18:41:00,HD0013202,KHACH_LE,CH01,SP014,Bánh kẹo,2,33000,24236,66000,180,,,,,
2025-09-07 18:41:00,HD0013202,KHACH_LE,CH01,SP015,Bánh kẹo,1,34500,25984,34500,409,,,,,
2025-09-07 19:54:00,HD0013203,KH01425,CH01,SP052,Văn phòng phẩm,1,35000,25680,34454,320,,,,,
2025-09-07 19:54:00,HD0013203,KH01425,CH01,SP038,Đồ gia dụng,1,74500,55041,73338,179,,,,,
2025-09-07 19:54:00,HD0013203,KH01425,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,43806,415,,,,,
2025-09-07 08:38:00,HD0013204,KH00342,CH01,SP005,Đồ uống,2,25000,18576,49521,261,,,,,
2025-09-07 13:55:00,HD0013205,KH00425,CH01,SP027,Thực phẩm khô,1,56500,41015,56743,273,,,,,
2025-09-07 13:55:00,HD0013205,KH00425,CH01,SP026,Thực phẩm khô,1,36000,28252,36155,226,,,,,
2025-09-07 17:19:00,HD0013206,KH00938,CH01,SP001,Đồ uống,4,28500,22599,168625,104,,,,,
2025-09-07 17:19:00,HD0013206,KH00938,CH01,SP068,Chăm sóc cá nhân,5,175000,108474,1294270,335,,,,,
2025-09-08 09:31:00,HD0013207,KH02121,CH01,SP007,Đồ uống,3,30000,23037,121823,296,,,,,
2025-09-08 09:13:00,HD0013208,KHACH_LE,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,145000,62,,,,,
2025-09-08 09:13:00,HD0013208,KHACH_LE,CH01,SP022,Thực phẩm khô,1,72000,53556,72000,235,,,,,
2025-09-08 12:14:00,HD0013209,KH01349,CH01,SP001,Đồ uống,1,28500,22599,38821,103,,,,,
2025-09-08 12:14:00,HD0013209,KH01349,CH01,SP030,Hóa mỹ phẩm,2,82500,59214,224753,431,,,,,
2025-09-08 11:39:00,HD0013210,KH00779,CH02,SP024,Thực phẩm khô,1,47500,37727,56136,405,,,,,
2025-09-08 11:39:00,HD0013210,KH00779,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,171363,61,,,,,
2025-09-08 11:39:00,HD0013210,KH00779,CH02,SP052,Văn phòng phẩm,4,35000,25680,165454,316,,,,,
2025-09-08 16:20:00,HD0013211,KH01014,CH01,SP016,Bánh kẹo,1,38000,28191,42429,442,,,,,
2025-09-08 11:40:00,HD0013212,KH01562,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,163861,60,,,,,
2025-09-08 11:40:00,HD0013212,KH01562,CH01,SP024,Thực phẩm khô,1,47500,37727,53679,404,,,,,
2025-09-08 10:14:00,HD0013213,KH01998,CH01,SP021,Thực phẩm khô,1,65000,49625,69135,363,,,,,
2025-09-08 10:14:00,HD0013213,KH01998,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,154223,59,,,,,
2025-09-08 09:16:00,HD0013214,KH00651,CH02,SP035,Hóa mỹ phẩm,1,58000,32258,66707,276,,,,,
2025-09-08 17:44:00,HD0013215,KH02336,CH02,SP039,Đồ gia dụng,2,68500,43064,133729,217,,,,,
2025-09-08 17:44:00,HD0013215,KH02336,CH02,SP038,Đồ gia dụng,2,74500,55041,145442,177,,,,,
2025-09-08 17:44:00,HD0013215,KH02336,CH02,SP060,Mẹ & bé,1,218000,139411,212794,369,,,,,
2025-09-08 14:58:00,HD0013216,KH02387,CH01,SP062,Chăm sóc cá nhân,3,67000,37895,200155,119,,,,,
2025-09-08 15:26:00,HD0013217,KH00307,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,38670,414,,,,,
2025-09-08 15:55:00,HD0013218,KH01174,CH01,SP001,Đồ uống,1,28500,22599,29724,102,,,,,
2025-09-08 15:55:00,HD0013218,KH01174,CH01,SP049,Văn phòng phẩm,1,31000,22009,32332,231,,,,,
2025-09-08 15:55:00,HD0013218,KH01174,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,46412,413,,,,,
2025-09-08 09:31:00,HD0013219,KH02169,CH02,SP062,Chăm sóc cá nhân,2,67000,37895,168576,117,,,,,
2025-09-08 09:31:00,HD0013219,KH02169,CH02,SP064,Chăm sóc cá nhân,1,58000,30893,72966,450,,,,,
2025-09-08 18:10:00,HD0013220,KH01225,CH01,SP005,Đồ uống,1,25000,18576,29817,260,,,,,
2025-09-08 18:10:00,HD0013220,KH01225,CH01,SP029,Hóa mỹ phẩm,1,27500,20130,32798,348,,,,,
2025-09-08 12:00:00,HD0013221,KHACH_LE,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,67000,116,,,,,
2025-09-08 12:00:00,HD0013221,KHACH_LE,CH02,SP064,Chăm sóc cá nhân,1,58000,30893,58000,449,,,,,
2025-09-08 18:45:00,HD0013222,KH00518,CH01,SP039,Đồ gia dụng,1,68500,43064,77560,216,,,,,
2025-09-08 18:45:00,HD0013222,KH00518,CH01,SP043,Đồ gia dụng,1,102500,79037,116056,421,,,,,
2025-09-08 13:59:00,HD0013223,KH01812,CH01,SP045,Đồ gia dụng,1,157500,115074,203061,322,,,,,
2025-09-08 16:05:00,HD0013224,KH01595,CH01,SP006,Đồ uống,1,14000,10891,16582,216,,,,,
2025-09-08 16:05:00,HD0013224,KH01595,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,52708,412,,,,,
2025-09-08 16:05:00,HD0013224,KH01595,CH01,SP013,Bánh kẹo,1,14500,10565,17175,529,,,,,
2025-09-08 14:45:00,HD0013225,KHACH_LE,CH01,SP024,Thực phẩm khô,4,47500,37727,190000,400,,,,,
2025-09-08 14:45:00,HD0013225,KHACH_LE,CH01,SP006,Đồ uống,1,14000,10891,14000,215,,,,,
2025-09-08 17:26:00,HD0013226,KH01144,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,42068,411,,,,,
2025-09-08 17:26:00,HD0013226,KH01144,CH02,SP005,Đồ uống,3,25000,18576,70900,257,,,,,
2025-09-08 19:29:00,HD0013227,KH02320,CH02,SP030,Hóa mỹ phẩm,1,82500,59214,101730,430,,,,,
2025-09-08 12:23:00,HD0013228,KH01289,CH01,SP045,Đồ gia dụng,1,157500,115074,121678,321,,,,,
2025-09-08 12:23:00,HD0013228,KH01289,CH01,SP031,Hóa mỹ phẩm,1,44000,26872,33992,217,,,,,
2025-09-08 12:23:00,HD0013228,KH01289,CH01,SP042,Đồ gia dụng,1,121000,95793,93479,239,,,,,
2025-09-08 12:23:00,HD0013228,KH01289,CH01,SP052,Văn phòng phẩm,2,35000,25680,54079,314,,,,,
2025-09-08 16:57:00,HD0013229,KH00680,CH01,SP059,Mẹ & bé,1,52500,41576,61705,409,,,,,
2025-09-08 16:57:00,HD0013229,KH00680,CH01,SP052,Văn phòng phẩm,2,35000,25680,82274,312,,,,,
2025-09-08 10:21:00,HD0013230,KH00320,CH01,SP052,Văn phòng phẩm,5,35000,25680,207414,307,,,,,
2025-09-08 15:37:00,HD0013231,KH02491,CH01,SP008,Đồ uống,1,17500,12667,16310,509,,,,,
2025-09-08 20:07:00,HD0013232,KH02456,CH01,SP001,Đồ uống,3,28500,22599,75572,99,,,,,
2025-09-08 12:31:00,HD0013233,KH00155,CH01,SP046,Văn phòng phẩm,1,6000,3637,5283,399,,,,,
2025-09-08 13:38:00,HD0013234,KH01804,CH01,SP065,Chăm sóc cá nhân,1,35000,19382,51981,303,,,,,
2025-09-08 15:11:00,HD0013235,KH02160,CH01,SP045,Đồ gia dụng,2,157500,115074,337263,319,,,,,
2025-09-08 19:48:00,HD0013236,KH00706,CH01,SP025,Thực phẩm khô,2,79000,62562,166417,315,,,,,
2025-09-08 19:48:00,HD0013236,KH00706,CH01,SP058,Mẹ & bé,1,123000,92733,129552,307,,,,,
2025-09-08 19:47:00,HD0013237,KH02274,CH01,SP038,Đồ gia dụng,1,74500,55041,87267,176,,,,,
2025-09-08 19:47:00,HD0013237,KH02274,CH01,SP044,Đồ gia dụng,1,159000,121775,186247,319,,,,,
2025-09-08 15:14:00,HD0013238,KH00194,CH02,SP039,Đồ gia dụng,3,68500,43064,201351,213,,,,,
2025-09-08 15:50:00,HD0013239,KH00764,CH01,SP052,Văn phòng phẩm,1,35000,25680,28634,306,,,,,
2025-09-08 15:50:00,HD0013239,KH00764,CH01,SP045,Đồ gia dụng,1,157500,115074,128855,318,,,,,
2025-09-08 15:50:00,HD0013239,KH00764,CH01,SP004,Đồ uống,1,20000,16036,16363,466,,,,,
2025-09-08 15:50:00,HD0013239,KH00764,CH01,SP053,Văn phòng phẩm,1,20000,13022,16363,272,,,,,
2025-09-08 12:10:00,HD0013240,KH00612,CH02,SP036,Hóa mỹ phẩm,3,114500,75585,337812,320,,,,,
2025-09-08 19:34:00,HD0013241,KH02143,CH01,SP025,Thực phẩm khô,1,79000,62562,109764,314,,,,,
2025-09-08 14:11:00,HD0013242,KH00522,CH01,SP024,Thực phẩm khô,1,47500,37727,54858,399,,,,,
2025-09-08 20:25:00,HD0013243,KH00922,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,55973,115,,,,,
2025-09-08 20:25:00,HD0013243,KH00922,CH02,SP064,Chăm sóc cá nhân,1,58000,30893,48454,448,,,,,
2025-09-08 09:44:00,HD0013244,KH01420,CH02,SP040,Đồ gia dụng,1,188000,134153,219588,136,,,,,
2025-09-08 09:44:00,HD0013244,KH01420,CH02,SP022,Thực phẩm khô,1,72000,53556,84098,234,,,,,
2025-09-08 09:44:00,HD0013244,KH01420,CH02,SP017,Bánh kẹo,1,33500,26098,39129,459,,,,,
2025-09-08 14:36:00,HD0013245,KH02287,CH01,SP015,Bánh kẹo,2,34500,25984,82650,407,,,,,
2025-09-08 13:04:00,HD0013246,KH01449,CH02,SP043,Đồ gia dụng,1,102500,79037,97561,420,,,,,
2025-09-08 18:50:00,HD0013247,KH01799,CH02,SP008,Đồ uống,3,17500,12667,61997,506,,,,,
2025-09-08 18:50:00,HD0013247,KH01799,CH02,SP066,Chăm sóc cá nhân,3,44500,26705,157650,408,,,,,
2025-09-08 20:33:00,HD0013248,KH00414,CH02,SP006,Đồ uống,1,14000,10891,17642,214,,,,,
2025-09-08 17:46:00,HD0013249,KH00484,CH01,SP052,Văn phòng phẩm,1,35000,25680,34102,305,,,,,
2025-09-08 17:46:00,HD0013249,KH00484,CH01,SP027,Thực phẩm khô,1,56500,41015,55050,272,,,,,
2025-09-08 14:26:00,HD0013250,KH02205,CH01,SP047,Văn phòng phẩm,1,48000,35404,47767,355,,,,,
2025-09-08 14:26:00,HD0013250,KH02205,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,57719,275,,,,,
2025-09-08 14:50:00,HD0013251,KH01702,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,148692,58,,,,,
2025-09-08 14:50:00,HD0013251,KH01702,CH02,SP008,Đồ uống,4,17500,12667,71782,502,,,,,
2025-09-08 15:28:00,HD0013252,KH01796,CH01,SP045,Đồ gia dụng,2,157500,115074,297611,316,,,,,
2025-09-08 15:28:00,HD0013252,KH01796,CH01,SP042,Đồ gia dụng,1,121000,95793,114321,238,,,,,
2025-09-08 18:00:00,HD0013253,KH01244,CH02,SP014,Bánh kẹo,1,33000,24236,35494,179,,,,,
2025-09-08 09:39:00,HD0013254,KH01000,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,65389,114,,,,,
2025-09-08 09:39:00,HD0013254,KH01000,CH02,SP063,Chăm sóc cá nhân,1,76500,53635,74660,323,,,,,
2025-09-08 09:51:00,HD0013255,KH00177,CH01,SP062,Chăm sóc cá nhân,3,67000,37895,159190,111,,,,,
2025-09-08 09:51:00,HD0013255,KH00177,CH01,SP064,Chăm sóc cá nhân,2,58000,30893,91871,446,,,,,
2025-09-08 16:32:00,HD0013256,KH00920,CH02,SP034,Hóa mỹ phẩm,2,145000,82401,324347,56,,,,,
2025-09-08 15:54:00,HD0013257,KH00860,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,48705,445,,,,,
2025-09-08 18:35:00,HD0013258,KH02407,CH01,SP001,Đồ uống,1,28500,22599,24144,98,,,,,
2025-09-08 12:03:00,HD0013259,KH02294,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,148491,55,,,,,
2025-09-08 20:18:00,HD0013260,KH00499,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,143862,54,,,,,
2025-09-08 19:24:00,HD0013261,KH00779,CH01,SP034,Hóa mỹ phẩm,3,145000,82401,514088,51,,,,,
2025-09-08 19:24:00,HD0013261,KH00779,CH01,SP063,Chăm sóc cá nhân,1,76500,53635,90409,322,,,,,
2025-09-08 19:24:00,HD0013261,KH00779,CH01,SP053,Văn phòng phẩm,1,20000,13022,23636,271,,,,,
2025-09-08 19:46:00,HD0013262,KH00349,CH01,SP054,Mẹ & bé,1,173500,135435,204580,360,,,,,
2025-09-09 14:56:00,HD0013263,KH00375,CH01,SP004,Đồ uống,1,20000,16036,17132,465,,,,,
2025-09-09 15:02:00,HD0013264,KH01371,CH01,SP014,Bánh kẹo,1,33000,24236,34418,178,,,,,
2025-09-09 18:30:00,HD0013265,KH00114,CH02,SP044,Đồ gia dụng,2,159000,121775,307608,317,,,,,
2025-09-09 18:30:00,HD0013265,KH00114,CH02,SP004,Đồ uống,1,20000,16036,19346,464,,,,,
2025-09-09 18:30:00,HD0013265,KH00114,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,43046,407,,,,,
2025-09-09 18:16:00,HD0013266,KH01837,CH02,SP046,Văn phòng phẩm,1,6000,3637,4783,398,,,,,
2025-09-09 18:16:00,HD0013266,KH01837,CH02,SP035,Hóa mỹ phẩm,5,58000,32258,231202,270,,,,,
2025-09-09 18:16:00,HD0013266,KH01837,CH02,SP011,Bánh kẹo,4,36000,23575,114804,445,,,,,
2025-09-09 16:39:00,HD0013267,KH00522,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,51393,406,,,,,
2025-09-09 16:39:00,HD0013267,KH00522,CH01,SP005,Đồ uống,1,25000,18576,28872,256,,,,,
2025-09-09 11:42:00,HD0013268,KH01187,CH01,SP029,Hóa mỹ phẩm,3,27500,20130,80081,345,,,,,
2025-09-09 10:54:00,HD0013269,KH01391,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,42948,405,,,,,
2025-09-09 10:54:00,HD0013269,KH01391,CH01,SP036,Hóa mỹ phẩm,1,114500,75585,110506,319,,,,,
2025-09-09 10:54:00,HD0013269,KH01391,CH01,SP007,Đồ uống,2,30000,23037,57907,294,,,,,
2025-09-09 10:54:00,HD0013269,KH01391,CH01,SP054,Mẹ & bé,1,173500,135435,167449,359,,,,,
2025-09-09 16:01:00,HD0013270,KH01170,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,61614,110,,,,,
2025-09-09 16:01:00,HD0013270,KH01170,CH01,SP064,Chăm sóc cá nhân,2,58000,30893,106675,443,,,,,
2025-09-09 15:38:00,HD0013271,KH01466,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,76416,109,,,,,
2025-09-09 15:38:00,HD0013271,KH01466,CH01,SP064,Chăm sóc cá nhân,2,58000,30893,132303,441,,,,,
2025-09-09 15:30:00,HD0013272,KH00749,CH01,SP010,Đồ uống,1,9000,7469,10540,409,,,,,
2025-09-09 15:30:00,HD0013272,KH00749,CH01,SP001,Đồ uống,1,28500,22599,33378,97,,,,,
2025-09-09 15:30:00,HD0013272,KH00749,CH01,SP052,Văn phòng phẩm,1,35000,25680,40990,304,,,,,
2025-09-09 14:45:00,HD0013273,KH02132,CH01,SP068,Chăm sóc cá nhân,1,175000,108474,229980,334,,,,,
2025-09-09 13:28:00,HD0013274,KH00551,CH01,SP053,Văn phòng phẩm,3,20000,13022,54865,268,,,,,
2025-09-09 13:28:00,HD0013274,KH00551,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,53036,440,,,,,
2025-09-09 18:16:00,HD0013275,KH00116,CH01,SP047,Văn phòng phẩm,1,48000,35404,52468,354,,,,,
2025-09-09 18:16:00,HD0013275,KH00116,CH01,SP063,Chăm sóc cá nhân,1,76500,53635,83620,321,,,,,
2025-09-09 18:16:00,HD0013275,KH00116,CH01,SP014,Bánh kẹo,2,33000,24236,72143,176,,,,,
2025-09-09 09:29:00,HD0013276,KH01425,CH02,SP022,Thực phẩm khô,4,72000,53556,283506,230,,,,,
2025-09-09 14:27:00,HD0013277,KH01248,CH01,SP007,Đồ uống,1,30000,23037,27323,293,,,,,
2025-09-09 12:03:00,HD0013278,KH01707,CH01,SP058,Mẹ & bé,1,123000,92733,178770,306,,,,,
2025-09-09 12:03:00,HD0013278,KH01707,CH01,SP001,Đồ uống,2,28500,22599,82845,95,,,,,
2025-09-09 14:41:00,HD0013279,KH02302,CH02,SP060,Mẹ & bé,1,218000,139411,211233,368,,,,,
2025-09-09 14:41:00,HD0013279,KH02302,CH02,SP064,Chăm sóc cá nhân,5,58000,30893,280998,435,,,,,
2025-09-09 14:41:00,HD0013279,KH02302,CH02,SP001,Đồ uống,1,28500,22599,27615,94,,,,,
2025-09-09 11:47:00,HD0013280,KH02141,CH02,SP008,Đồ uống,2,17500,12667,34600,500,,,,,
2025-09-09 09:42:00,HD0013281,KH01804,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,99506,108,,,,,
2025-09-09 09:08:00,HD0013282,KH01152,CH01,SP062,Chăm sóc cá nhân,3,67000,37895,209153,105,,,,,
2025-09-09 09:08:00,HD0013282,KH01152,CH01,SP034,Hóa mỹ phẩm,2,145000,82401,301763,49,,,,,
2025-09-09 13:00:00,HD0013283,KH00464,CH01,SP044,Đồ gia dụng,1,159000,121775,211283,316,,,,,
2025-09-09 13:00:00,HD0013283,KH00464,CH01,SP052,Văn phòng phẩm,3,35000,25680,139526,301,,,,,
2025-09-09 16:23:00,HD0013284,KH00544,CH02,SP001,Đồ uống,2,28500,22599,63107,92,,,,,
2025-09-09 13:27:00,HD0013285,KH00035,CH01,SP004,Đồ uống,4,20000,16036,97965,460,,,,,
2025-09-09 17:01:00,HD0013286,KH01579,CH01,SP053,Văn phòng phẩm,5,20000,13022,102906,263,,,,,
2025-09-09 14:24:00,HD0013287,KH00333,CH01,SP045,Đồ gia dụng,1,157500,115074,181774,315,,,,,
2025-09-09 13:31:00,HD0013288,KH00400,CH02,SP007,Đồ uống,1,30000,23037,34471,292,,,,,
2025-09-09 12:38:00,HD0013289,KH00452,CH01,SP014,Bánh kẹo,1,33000,24236,39035,175,,,,,
2025-09-09 12:38:00,HD0013289,KH00452,CH01,SP054,Mẹ & bé,2,173500,135435,410462,357,,,,,
2025-09-09 18:40:00,HD0013290,KH01405,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,55828,434,,,,,
2025-09-09 13:47:00,HD0013291,KH01706,CH01,SP058,Mẹ & bé,1,123000,92733,118070,305,,,,,
2025-09-09 20:36:00,HD0013292,KH01062,CH01,SP047,Văn phòng phẩm,3,48000,35404,114472,351,,,,,
2025-09-09 12:28:00,HD0013293,KH00946,CH02,SP052,Văn phòng phẩm,1,35000,25680,40327,300,,,,,
2025-09-09 12:28:00,HD0013293,KH00946,CH02,SP009,Đồ uống,2,29000,23916,66828,468,,,,,
2025-09-09 12:59:00,HD0013294,KH02180,CH01,SP027,Thực phẩm khô,1,56500,41015,61409,271,,,,,
2025-09-09 12:59:00,HD0013294,KH02180,CH01,SP026,Thực phẩm khô,1,36000,28252,39128,225,,,,,
2025-09-09 18:26:00,HD0013295,KH00828,CH01,SP053,Văn phòng phẩm,1,20000,13022,23235,262,,,,,
2025-09-09 17:13:00,HD0013296,KH01887,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,142093,48,,,,,
2025-09-09 14:33:00,HD0013297,KH01508,CH01,SP014,Bánh kẹo,1,33000,24236,32719,174,,,,,
2025-09-09 14:33:00,HD0013297,KH01508,CH01,SP018,Bánh kẹo,1,10000,6820,9915,293,,,,,
2025-09-09 14:33:00,HD0013297,KH01508,CH01,SP066,Chăm sóc cá nhân,2,44500,26705,88243,403,,,,,
2025-09-09 14:33:00,HD0013297,KH01508,CH01,SP008,Đồ uống,1,17500,12667,17351,499,,,,,
2025-09-09 12:39:00,HD0013298,KH00507,CH01,SP053,Văn phòng phẩm,1,20000,13022,22312,261,,,,,
2025-09-09 12:39:00,HD0013298,KH00507,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,64704,269,,,,,
2025-09-09 20:48:00,HD0013299,KH00049,CH01,SP046,Văn phòng phẩm,2,6000,3637,13799,396,,,,,
2025-09-09 20:48:00,HD0013299,KH00049,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,66695,433,,,,,
2025-09-09 09:59:00,HD0013300,KH01728,CH02,SP030,Hóa mỹ phẩm,1,82500,59214,94146,429,,,,,
